Index,uv,dv,ubar,dbar,u,d
211,0.0023349467097856283,0.0027510882026592336,1.4489288258332924e-05,1.2539856504555173e-05,0.0023494359980439613,0.0027636280591637886
212,0.0023455204938579322,0.002761109597921764,1.457959953781597e-05,1.2619550130973447e-05,0.002360100093395748,0.0027737291480527376
213,0.002411282383878492,0.0028233038864668865,1.514436930681545e-05,1.3118244335960144e-05,0.0024264267531853077,0.0028364221308028468
214,0.002444130911457945,0.0028542849589152483,1.542845377130027e-05,1.3369299653400516e-05,0.002459559365229245,0.002867654258568649
215,0.0024506428603691724,0.0028604199328971995,1.548492630783814e-05,1.3419222721313577e-05,0.0024661277866770107,0.002873839155618513
216,0.002488280603890733,0.0028958349436545776,1.5812325505276776e-05,1.3708757050761377e-05,0.0025040929293960097,0.002909543700705339
217,0.0026669614090586574,0.0030629433228382824,1.7389445630234996e-05,1.5105933788577775e-05,0.0026843508546888924,0.00307804925662686
218,0.0027673451431666947,0.003156089239220187,1.8291615262255645e-05,1.5906930468984444e-05,0.0027856367584289505,0.0031719961696891714
219,0.0027920814906144515,0.0031789612428075507,1.8515667054421883e-05,1.6106048048488553e-05,0.0028105971576688734,0.003195067290856039
220,0.0029662717916416888,0.003339126729281038,2.0112470679632974e-05,1.7527286591679113e-05,0.0029863842623213217,0.003356654015872717
221,0.002971012578626833,0.003343464033367325,2.0156389091126443e-05,1.7566428161825358e-05,0.0029911689677179594,0.0033610304615291505
222,0.0030573920148279005,0.003422307825005033,2.0960748456046983e-05,1.8283795250141896e-05,0.0030783527632839477,0.0034405916202551747
223,0.003132649280132109,0.0034907282980631556,2.1667867905697798e-05,1.8915213802580164e-05,0.0031543171480378066,0.003509643511865736
224,0.0031379425445898267,0.0034955311369565326,2.1717824168569626e-05,1.8959848867424522e-05,0.003159660368758396,0.003514490985823957
225,0.0032202947847205995,0.0035700907210327866,2.2498755240552528e-05,1.96580496124603e-05,0.003242793539961152,0.003589748770645247
226,0.003222755677561285,0.0035723140347290916,2.2522198549285464e-05,1.967902238296975e-05,0.0032452778761105708,0.0035919930571120615
227,0.0032338776017954997,0.0035823588074094617,2.2628227103367803e-05,1.977388663193695e-05,0.0032565058288988673,0.0036021326940413986
228,0.003235785203203566,0.0035840810958446116,2.264642553554669e-05,1.979017039332079e-05,0.003258431628739113,0.0036038712662379326
229,0.0032941628204801693,0.0036367078357958265,2.320514095975047e-05,2.0290320392075636e-05,0.0033173679614399198,0.0036569981561879023
230,0.003528371491237181,0.003846285524568416,2.5481314592275406e-05,2.233210923873414e-05,0.0035538528058294563,0.0038686176338071504
231,0.003597828763781636,0.003907958166556597,2.616687318574043e-05,2.2948344522161997e-05,0.0036239956369673765,0.003930906511078759
232,0.0036311811374339776,0.003937494597057852,2.6497761954632795e-05,2.3245976829808798e-05,0.0036576788993886106,0.00396074057388766
233,0.00394662323187961,0.004214363821969431,2.9680856883640636e-05,2.6115604020188907e-05,0.00397630408876325,0.0042404794259896204
234,0.00404397319771875,0.004298934416992061,3.068228292788479e-05,2.7020758143889453e-05,0.004074655480646635,0.00432595517513595
235,0.00414542666408034,0.004386689258711616,3.173484831809635e-05,2.7973377627612395e-05,0.004177161512398437,0.0044146626363392285
236,0.0042440385406012195,0.004471611982333232,3.2766644022449666e-05,2.8908397402601375e-05,0.0042768051846236695,0.004500520379735833
237,0.004294971079012682,0.004515329000442405,3.3302919678774285e-05,2.9394829632011338e-05,0.004328273998691456,0.004544723830074416
238,0.004307270698585473,0.0045258713026458865,3.343276661305126e-05,2.95126541993493e-05,0.004340703465198524,0.0045553839568452355
239,0.004335181539503958,0.004549772908232209,3.372791503760006e-05,2.978054138589115e-05,0.004368909454541558,0.0045795534496181
240,0.004422351750548145,0.004624229671605494,3.465412433828099e-05,3.062179079100473e-05,0.004457005874886426,0.0046548514623964985
241,0.004534315963262001,0.0047194373421404895,3.585356449694239e-05,3.1712504300951785e-05,0.004570169527758943,0.004751149846441441
242,0.004552132125139464,0.004734542852622775,3.6045436995953093e-05,3.188711669087707e-05,0.004588177562135418,0.004766429969313652
243,0.004877937497865231,0.005008638929404031,3.9603066845190434e-05,3.5131047839921463e-05,0.004917540564710421,0.0050437699772439525
244,0.0049632124001252565,0.005079712617393349,4.05494528020408e-05,3.599592355465814e-05,0.005003761852927297,0.005115708540948008
245,0.005071981776303303,0.0051699694177939366,4.17656980933606e-05,3.710855290514507e-05,0.0051137474743966635,0.005207077970699082
246,0.005088733338431567,0.005183830282158224,4.19539179277364e-05,3.7280849615223954e-05,0.005130687256359304,0.0052211111317734486
247,0.005602751448603958,0.005604535235009332,4.783917154830258e-05,4.2683696537757144e-05,0.005650590620152261,0.005647218931547089
248,0.0056241498098524205,0.00562186600393112,4.8088621963647344e-05,4.291335638817709e-05,0.005672238431816068,0.005664779360319297
249,0.0059273129791767454,0.005865838672558481,5.1660877279305254e-05,4.620764335015498e-05,0.0059789738564560505,0.005912046315908636
250,0.00609899706302477,0.006002711854124663,5.3715496259355044e-05,4.810679037681773e-05,0.006152712559284125,0.006050818644501481
251,0.006133935880542218,0.006030452638527732,5.4136424516541906e-05,4.8496246194736985e-05,0.00618807230505876,0.006078948884722469
252,0.006134154613645281,0.006030626187692199,5.413906270386419e-05,4.849868752598619e-05,0.006188293676349145,0.006079124875218185
253,0.006221045588296144,0.006099449147956993,5.519000870673645e-05,4.9471605066781144e-05,0.006276235597002881,0.006148920753023774
254,0.006345564455943482,0.006197663506904435,5.670626971952772e-05,5.087663848246602e-05,0.00640227072566301,0.006248540145386901
255,0.006388124835292731,0.006231122096056255,5.722728157795273e-05,5.135979023884993e-05,0.006445352116870684,0.006282481886295105
256,0.006489773002082348,0.006310804431041458,5.847730752276668e-05,5.251971330646391e-05,0.006548250309605114,0.006363324144347923
257,0.006545627238167434,0.006354452501272108,5.9167585728772116e-05,5.316067085250668e-05,0.006604794823896206,0.006407613172124614
258,0.006600954218434602,0.006397593609277051,5.9853728713563766e-05,5.379808976766096e-05,0.006660807947148166,0.006451391699044712
259,0.006642428008370596,0.006429870926091791,6.036962335367822e-05,5.427754502166341e-05,0.0067027976317242735,0.006484148471113454
260,0.006683489843961628,0.006461775601708889,6.088170451545066e-05,5.4753619766406675e-05,0.006744371548477079,0.006516529221475296
261,0.006733202802771811,0.0065003358846693424,6.150335776195969e-05,5.533178970584527e-05,0.0067947061605337705,0.006555667674375188
262,0.006914149692665501,0.006640137075872658,6.378040576615951e-05,5.745187454671102e-05,0.006977930098431661,0.006697588950419369
263,0.007338408619054393,0.006964545980454004,6.920768564776379e-05,6.251895312299326e-05,0.007407616304702157,0.007027064933576997
264,0.007343444115343963,0.006968368051097902,6.927284804126167e-05,6.257990415633453e-05,0.007412716963385225,0.007030947955254236
265,0.007376675361719688,0.006993574832575349,6.970332063617957e-05,6.29826209866883e-05,0.007446378682355868,0.007056557453562037
266,0.007476835404815287,0.007069374884723823,7.100540407523614e-05,6.420143033857747e-05,0.007547840808890522,0.0071335763150624
267,0.007520743537104326,0.007102521872353883,7.157840236566573e-05,6.473810252578699e-05,0.007592321939469992,0.0071672599748796705
268,0.00759894404554191,0.007161432964945934,7.260222430104685e-05,6.569749560155133e-05,0.0076715462698429574,0.007227130460547485
269,0.007609131153581327,0.0071690956052094185,7.273590891875295e-05,6.582281223663171e-05,0.00768186706250008,0.00723491841744605
270,0.007723152651897627,0.007254678611925386,7.423711881705078e-05,6.723075246249347e-05,0.007797389770714677,0.007321909364387879
271,0.007882925622898402,0.007374039538998815,7.635588597254374e-05,6.922001525167607e-05,0.007959281508870946,0.007443259554250491
272,0.007897706952093974,0.007385049121240986,7.655279952143225e-05,6.940501692629805e-05,0.007974259751615406,0.007454454138167284
273,0.007976065950527675,0.007443320156779271,7.759921837908313e-05,7.03884815256432e-05,0.008053665168906758,0.007513708638304914
274,0.008223102233490653,0.007626006405340372,8.09261512794798e-05,7.351903406611604e-05,0.008304028384770134,0.007699525439406488
275,0.008234955044574884,0.00763473295968992,8.108684597784376e-05,7.367038485610108e-05,0.008316041890552728,0.007708403344546022
276,0.008274099763598206,0.007663527922647761,8.161824651589921e-05,7.417097673622635e-05,0.008355718010114106,0.007737698899383988
277,0.008320899403200329,0.007697903418337523,8.225496585125865e-05,7.477096335270699e-05,0.008403154369051587,0.00777267438169023
278,0.008322459635092618,0.007699048502383362,8.22762194339292e-05,7.47909942005208e-05,0.008404735854526547,0.007773839496583883
279,0.00835716592679121,0.007724504372726027,8.27494293940656e-05,7.523703649411471e-05,0.008439915356185275,0.007799741409220142
280,0.00841027375651665,0.0077633989026246715,8.347516389733099e-05,7.59213140154842e-05,0.008493748920413982,0.007839320216640156
281,0.008428293935811175,0.007776580347854685,8.372186175509874e-05,7.615397646018041e-05,0.008512015797566273,0.007852734324314865
282,0.008519206610031154,0.007842958370647864,8.496991364655303e-05,7.733146082704586e-05,0.008604176523677707,0.00792028983147491
283,0.008854803173450975,0.008086383840783563,8.962217384553473e-05,8.172786011845863e-05,0.00894442534729651,0.008168111700902023
284,0.008918510727591884,0.00813231728979405,9.051319119788796e-05,8.25711607645277e-05,0.009009023918789771,0.008214888450558578
285,0.008977728968650059,0.00817493515103393,9.13436741137447e-05,8.335752956279671e-05,0.009069072642763803,0.008258292680596727
286,0.009039652619847923,0.008219419057095412,9.221442150743927e-05,8.418239311248052e-05,0.009131867041355362,0.008303601450207893
287,0.00907656900995026,0.008245899274862967,9.273465682865548e-05,8.467539307379485e-05,0.009169303666778917,0.008330574667936762
288,0.009268756917497957,0.00838328389499719,9.545667545278725e-05,8.725704005706974e-05,0.009364213592950744,0.008470540935054258
289,0.00942749131622636,0.008496160421292193,9.772217719185546e-05,8.940836880119037e-05,0.009525213493418215,0.008585568790093383
290,0.009541097532058998,0.008576618553706105,9.935321488785108e-05,9.095865491944134e-05,0.009640450746946848,0.008667577208625547
291,0.009825860648211532,0.008777102732877006,0.00010347685040039848,9.488332866643962e-05,0.009929337498611931,0.008871986061543446
292,0.010012322600238054,0.008907465716986359,0.00010620437263079105,9.748317890228773e-05,0.010118526972868845,0.009004948895888647
293,0.010103962060402196,0.008971272078442364,0.00010755280240711954,9.876960106448065e-05,0.010211514862809317,0.009070041679506846
294,0.010213277353802348,0.009047160977881606,0.00010916817930108262,0.0001003116363229705,0.01032244553310343,0.009147472614204576
295,0.010293245984228531,0.009102522732032192,0.0001103546198635903,0.00010144485082010919,0.010403600604092123,0.009203967582852302
296,0.010319684283481,0.009120797260138648,0.00011074774564447362,0.00010182045811755897,0.010430432029125473,0.009222617718256207
297,0.010395745200940894,0.00917329283038468,0.00011188117311959137,0.00010290370209889229,0.010507626374060485,0.009276196532483573
298,0.010575250093724935,0.009296721670029567,0.00011457041415815907,0.00010547576352200963,0.010689820507883094,0.009402197433551578
299,0.010674490025382635,0.009364683534274453,0.00011606580591740884,0.00010690711973718846,0.010790555831300045,0.009471590654011642
300,0.010889979148836654,0.00951163063246397,0.00011933218844064569,0.00011003674698326238,0.0110093113372773,0.009621667379447233
301,0.011103675653613643,0.009656533947285585,0.00012259685476810253,0.00011316901945864143,0.011226272508381745,0.009769702966744226
302,0.011127935545985077,0.009672932773208449,0.00012296908052555086,0.00011352641523650135,0.011250904626510627,0.00978645918844495
303,0.011167347608496886,0.009699551719941522,0.0001235744879960069,0.00011410781645489628,0.011290922096492894,0.009813659536396417
304,0.011228364537352653,0.009740708495419725,0.00012451347239750003,0.00011500984451890538,0.011352878009750152,0.00985571833993863
305,0.011363535984713903,0.009831650235375241,0.00012660099888381975,0.00011701640167289806,0.011490136983597724,0.009948666637048138
306,0.011410659384583794,0.009863279029319152,0.0001273311448649991,0.00011771860957528485,0.011537990529448794,0.009980997638894437
307,0.01142261348875106,0.009871296346604724,0.00012751656269541833,0.00011789696381238338,0.01155013005144648,0.009989193310417107
308,0.011454684147457431,0.009892793019335818,0.0001280143982592967,0.00011837589618723195,0.011582698545716728,0.01001116891552305
309,0.01147608425587731,0.009907127351116825,0.00012834691308276125,0.00011869583540700863,0.011604431168960072,0.010025823186523834
310,0.01182549853625054,0.010140052835819889,0.0001338122794235576,0.00012396013081252555,0.011959310815674098,0.010264012966632414
311,0.01191170473329496,0.010197196949662155,0.00013517116774277354,0.00012527062776888584,0.012046875901037733,0.01032246757743104
312,0.011984187174034282,0.010245146004500546,0.00013631694270472907,0.00012637608133286057,0.012120504116739012,0.010371522085833406
313,0.012111106965941882,0.010328892462021604,0.00013833032582830968,0.00012831965803421276,0.012249437291770192,0.010457212120055816
314,0.01242250184269967,0.010533216628077541,0.0001433083517613427,0.00013313064483365627,0.012565810194461012,0.010666347272911197
315,0.012799560064785416,0.010778477362690518,0.00014940890344692978,0.00013903675194900771,0.012948968968232347,0.010917514114639525
316,0.012913669417208937,0.01085224319577609,0.00015127085775293742,0.0001408415013124169,0.013064940274961873,0.010993084697088507
317,0.013098954537790962,0.01097157290266623,0.0001543098010725713,0.00014378914115963155,0.013253264338863533,0.011115362043825862
318,0.013250959142108333,0.011069063986309882,0.00015681699604229587,0.0001462229606751063,0.01340777613815063,0.011215286946984988
319,0.013282602062903992,0.01108931530994094,0.00015734039776522184,0.00014673129292297712,0.013439942460669214,0.011236046602863916
320,0.01342465512081123,0.011180046186445162,0.00015969628905485467,0.00014902041410694392,0.013584351409866083,0.011329066600552107
321,0.013479151792726797,0.011214774962118399,0.00016060278857409549,0.0001499016782204849,0.013639754581300893,0.011364676640338883
322,0.01371584131439757,0.011365105374072466,0.0001645572214530305,0.00015374892644487187,0.0138803985358506,0.011518854300517339
323,0.014303614296386878,0.01173493999938352,0.000174499040824856,0.00016344117630199845,0.014478113337211733,0.011898381175685518
324,0.014373425549886014,0.011778541706986435,0.00017569137699464986,0.00016460540501861726,0.014549116926880663,0.011943147112005052
325,0.014618660498393264,0.011931169923805144,0.00017989922001519863,0.0001687170285021761,0.014798559718408464,0.01209988695230732
326,0.014775445600175659,0.012028314699400624,0.0001826051983059644,0.00017136351656454256,0.014958050798481623,0.012199678215965166
327,0.014784197009730967,0.012033727202929879,0.00018275660307571023,0.0001715116467048746,0.014966953612806677,0.012205238849634753
328,0.014821480886625181,0.012056774545735472,0.00018340206687182648,0.00017214321366030205,0.015004882953497008,0.012228917759395774
329,0.014826172719789747,0.01205967350085,0.00018348334186929038,0.0001722227460725937,0.015009656061659037,0.012231896246922594
330,0.015024936878984072,0.01218221024146845,0.00018693658721849826,0.00017560343352379329,0.01521187346620257,0.012357813674992243
331,0.015183330913083612,0.012279478006115573,0.00018970261382843034,0.00017831338885402508,0.015373033526912043,0.012457791394969598
332,0.015210414717176487,0.01229607622102004,0.00019017683322212754,0.00017877817413743374,0.015400591550398614,0.012474854395157473
333,0.015643139260809506,0.012559953508504732,0.00019780327857688446,0.00018625985065842684,0.01584094253938639,0.012746213359163159
334,0.015741019291152878,0.012619300941737044,0.00019954131193676463,0.00018796666631180849,0.015940560603089644,0.012807267608048853
335,0.015819080174819738,0.012666542458675916,0.0002009308490113661,0.00018933170278003026,0.016020011023831104,0.012855874161455946
336,0.016089606000777242,0.012829657465700311,0.00020576971850214687,0.00019408840167981607,0.01629537571927939,0.013023745867380128
337,0.016101240804469036,0.01283665229240501,0.0002059786026582319,0.00019429385753423408,0.016307219407127267,0.013030946149939245
338,0.016214577141002072,0.01290470402825339,0.0002080165692196049,0.00019629892212448083,0.016422593710221676,0.01310100295037787
339,0.016338842735837425,0.012979139890764829,0.00021025771777952038,0.00019850501940628964,0.016549100453616947,0.013177644910171118
340,0.016761935852881434,0.013231194164040718,0.000217940391060418,0.00020607626481421594,0.01697987624394185,0.013437270428854934
341,0.016797658920523977,0.013252379180553404,0.00021859274693263576,0.00020671976531719426,0.017016251667456614,0.013459098945870598
342,0.016932454658270753,0.013332183560111037,0.0002210594743621459,0.00020915384325631873,0.0171535141326329,0.013541337403367356
343,0.017541263953374187,0.013690016907140026,0.00023230193643211953,0.00022026363985841539,0.017773565889806307,0.01391028054699844
344,0.018525429737555263,0.014259716988632336,0.00025082555686592787,0.0002386219524983877,0.01877625529442119,0.014498338941130723
345,0.01876831972539228,0.014398706202366801,0.00025546333775270264,0.0002432278519376531,0.01902378306314498,0.014641934054304454
346,0.019025743551623023,0.014545333200532879,0.00026040713480766133,0.0002481415612161147,0.019286150686430685,0.014793474761748995
347,0.019101793366171405,0.014588518299956398,0.0002618732688485772,0.0002495995236566118,0.019363666635019983,0.01483811782361301
348,0.019275153576008893,0.014686738059631693,0.00026522489368722204,0.0002529337450850066,0.019540378469696116,0.0149396718047167
349,0.019657958694228376,0.014902560391518483,0.0002726690622572784,0.0002603464262172378,0.019930627756485655,0.015162906817735721
350,0.019876515148289163,0.015025136904509802,0.00027694548279520823,0.0002646091976180226,0.02015346063108437,0.015289746102127825
351,0.020050187241269217,0.015122210862313832,0.0002803572643486509,0.0002680123397480135,0.02033054450561787,0.015390223202061846
352,0.020175780429289785,0.015192230977896213,0.0002828320302260174,0.0002704820619035358,0.0204586124595158,0.015462713039799748
353,0.02050987999148564,0.015377768093971364,0.0002894458989411568,0.0002770873651635399,0.020799325890426795,0.015654855459134902
354,0.021141734160694554,0.015725814824882185,0.000302075257878292,0.00028971933654802195,0.021443809418572844,0.016015534161430207
355,0.02115336247811922,0.01573218577964995,0.0003023091629988905,0.00028995351518750173,0.02145567164111811,0.016022139294837454
356,0.021160595121274633,0.015736147801095383,0.0003024546755109574,0.0002900992018710352,0.02146304979678559,0.01602624700296642
357,0.021190370907844036,0.015752453895274056,0.0003030539479902242,0.00029069922404108864,0.02149342485583426,0.016043153119315146
358,0.02134911143047778,0.01583924957159242,0.0003062546951218105,0.00029390485041230383,0.02165536612559959,0.016133154422004723
359,0.021395712459545486,0.015864686844710502,0.00030719621812559173,0.00029484808638106626,0.02170290867767108,0.016159534931091568
360,0.021708290343630417,0.016034806592844224,0.0003135336380615461,0.0003012002462062572,0.022021823981691963,0.016336006839050482
361,0.021845936773065212,0.01610944561635491,0.00031633657342243374,0.0003040114441872083,0.022162273346487647,0.01641345706054212
362,0.022029167042088318,0.01620854449773316,0.0003200792984523456,0.00030776682208182076,0.022349246340540665,0.01651631131981498
363,0.0221371914138774,0.0162668315842722,0.00032229201693979593,0.00030998787538676184,0.022459483430817197,0.01657681945965896
364,0.022805374735093687,0.016625137163879485,0.00033608030605101666,0.0003238417832480312,0.023141455041144704,0.016948978947127515
365,0.022961853320358286,0.016708502207118423,0.0003393341780822304,0.00032711454273067744,0.023301187498440516,0.0170356167498491
366,0.0229907365488441,0.01672386803865399,0.0003399357401065446,0.0003277197577255494,0.023330672288950645,0.01705158779637954
367,0.023004921388783694,0.016731411859377026,0.00034023128186473986,0.00032801711245575754,0.023345152670648434,0.017059428971832782
368,0.023216313750926466,0.016843641433795353,0.0003446441252825712,0.0003324584465572753,0.023560957876209036,0.017176099880352628
369,0.0234209737617416,0.01695195322803293,0.00034893153536766396,0.0003367760464132604,0.023769905297109265,0.01728872927444619
370,0.023789538182450175,0.017146165867974707,0.0003566899280485427,0.0003445951693760987,0.024146228110498717,0.017490761037350807
371,0.023975723751317707,0.0172438683663828,0.0003606273989414233,0.0003485663799323423,0.02433635115025913,0.017592434746315142
372,0.024021164689077387,0.017267672823657515,0.00036159023945087695,0.00034953776292607195,0.024382754928528264,0.01761721058658359
373,0.024080761535753552,0.017298868605293376,0.0003628541268059352,0.0003508130359007695,0.02444361566255949,0.017649681641194147
374,0.02410805206357164,0.01731314455340047,0.00036343330114037785,0.0003513974926476019,0.024471485364712015,0.017664542046048073
375,0.024191964761652942,0.017357004043458846,0.0003652157789922113,0.000353196482232525,0.02455718054064515,0.01771020052569137
376,0.02420582252338387,0.01736424198956797,0.00036551038388014635,0.0003534938529593999,0.024571332907264015,0.017717735842527373
377,0.02438434023801895,0.01745735028613804,0.00036931154313511716,0.0003573316248137228,0.024753651781154067,0.017814681910951764
378,0.024498992920256528,0.017517020341585206,0.0003717587119562364,0.0003598032631278673,0.024870751632212765,0.017876823604713075
379,0.02461517453455376,0.017577384157871228,0.00037424319951103564,0.0003623133014395048,0.024989417734064795,0.017939697459310733
380,0.024640871579863895,0.017590721617125032,0.00037479335463867753,0.000362869209907757,0.025015664934502573,0.017953590827032788
381,0.02488715917842146,0.017718299300379367,0.0003800778664920579,0.00036821072097761843,0.02526723704491352,0.018086510021356986
382,0.026252059687191923,0.018417238030347338,0.0004097449486847616,0.0003982523020938623,0.026661804635876685,0.0188154903324412
383,0.026252439181993152,0.01841743050180962,0.00040975328647556187,0.0003982607572648968,0.026662192468468713,0.018815691259074518
384,0.026284008252050715,0.018433438094343335,0.00041044705584208604,0.00039896431601014586,0.0266944553078928,0.018832402410353482
385,0.026497804142043797,0.018541662694446657,0.00041515446332268885,0.00040373930448892996,0.026912958605366487,0.018945401998935588
386,0.02653402277624517,0.018559965127860484,0.00041595348189611583,0.0004045499917361453,0.026949976258141287,0.01896451511959663
387,0.02705027868506115,0.018819863817359107,0.0004273903164843378,0.0004161602119744587,0.02747766900154549,0.019236024029333564
388,0.027572391597326492,0.01908089255832374,0.00043904210828461213,0.00042800202526657017,0.028011433705611103,0.01950889458359031
389,0.028508212661255652,0.019544305906324968,0.0004601368054403156,0.0004494735431628258,0.028968349466695967,0.019993779449487794
390,0.028824785548871096,0.019699808240996007,0.0004673335566873746,0.0004568079002822789,0.02929211910555847,0.020156616141278286
391,0.028859542999595506,0.019716843038736845,0.00046812557226054934,0.0004576153272276785,0.029327668571856053,0.020174458365964522
392,0.02942182112017225,0.019991378854258893,0.0004809892396965643,0.00047073646870805135,0.029902810359868817,0.020462115322966944
393,0.02971530911620067,0.020133907191089317,0.0004877416915538015,0.0004776292902056336,0.03020305080775447,0.02061153648129495
394,0.03030290347915693,0.02041770721726009,0.0005013389985807974,0.0004915195244535276,0.030804242477737727,0.020909226741713617
395,0.03039554743552023,0.020462265718901914,0.000503492325108434,0.000493720447837448,0.030899039760628664,0.02095598616673936
396,0.030472524696510735,0.020499250648435226,0.0005052834708843012,0.0004955514283381911,0.030977808167395038,0.020994802076773417
397,0.03084244848504787,0.02067650279377735,0.0005139158281847174,0.0005043787956005679,0.03135636431323259,0.021180881589377917
398,0.030882481056036942,0.020695637023242976,0.0005148524649079103,0.000505336886634264,0.03139733352094485,0.02120097390987724
399,0.03096183556711632,0.020733538439559725,0.0005167105277572208,0.0005072376769539882,0.03147854609487354,0.02124077611651371
400,0.031072171574537108,0.020786176950900955,0.0005192971392008539,0.0005098841358063933,0.03159146871373796,0.021296061086707348
401,0.03127712302912097,0.02088376923955775,0.0005241113226478797,0.0005148108666936234,0.031801234351768855,0.021398580106251373
402,0.031629869956853844,0.021051186279345917,0.0005324241697645514,0.0005233220808430613,0.0321622941266184,0.02157450836018898
403,0.031689829147457646,0.02107957472949386,0.0005338405344060353,0.0005247727497627187,0.03222366968186368,0.021604347479256582
404,0.03196409250291955,0.0212091756467582,0.0005403316383969371,0.0005314229087896529,0.03250442414131649,0.02174059855554785
405,0.0328448101035306,0.02162258830540512,0.0005613128238473167,0.0005529380230764027,0.03340612292737792,0.02217552632848152
406,0.03290113698135354,0.021648887025617337,0.0005626617459147837,0.0005543222641919939,0.03346379872726832,0.02220320928980933
407,0.03387138600635414,0.022099281599948624,0.0005860291993739884,0.0005783192768177494,0.034457415205728134,0.022677600876766374
408,0.03432307681484004,0.022307304102574407,0.0005969920616534062,0.0005895884135854099,0.034920068876493446,0.02289689251615982
409,0.03483522340446328,0.02254192468735115,0.0006094864124106905,0.0006024396954066464,0.03544470981687397,0.023144364382757795
410,0.03494590445917792,0.02259245731644145,0.0006121955062585247,0.000605227239004783,0.03555809996543644,0.023197684555446234
411,0.03497524166338686,0.022605841374965147,0.0006129141101321622,0.0006059667137072169,0.03558815577351902,0.023211808088672365
412,0.03516637026346201,0.022692933190132204,0.0006176011554374312,0.000610790511748926,0.03578397141889944,0.023303723701881128
413,0.03540630167737041,0.022802009484858075,0.0006234982678687315,0.0006168611899377124,0.036029799945239145,0.023418870674795787
414,0.03560267779598574,0.02289107628499645,0.0006283358276393446,0.0006218423501190244,0.03623101362362509,0.023512918635115475
415,0.03605191632638673,0.02309413060288101,0.0006394392136734545,0.0006332793800904222,0.036691355540060186,0.02372740998297143
416,0.036087179098471873,0.02311002875706809,0.0006403128408179098,0.0006341795162368315,0.036727491939289786,0.023744208273304923
417,0.03663359261652115,0.023355639343644503,0.0006538868212687188,0.0006481705092751833,0.03728747943778987,0.024003809852919687
418,0.03671033020414531,0.023390022097772297,0.0006557986415624234,0.0006501418198445167,0.03736612884570773,0.024040163917616812
419,0.037025711951974925,0.02353104771895439,0.0006636701727977517,0.0006582601917145662,0.03768938212477268,0.024189307910668954
420,0.03725581635961829,0.02363365517628065,0.0006694276581529873,0.0006642001175997525,0.03792524401777128,0.024297855293880403
421,0.039124527641156946,0.024458218237767483,0.0007166297424623283,0.0007129529155350038,0.03984115738361928,0.025171171153302488
422,0.041918223682903155,0.02566324500372518,0.0007886376913089273,0.0007874818120948357,0.042706861374212084,0.026450726815820017
423,0.04211872991298699,0.025748523643077934,0.0007938679294460266,0.000792901668644144,0.042912597842433016,0.02654142531172208
424,0.04222115114089746,0.025792024994523266,0.0007965426276167698,0.0007956736676996625,0.04301769376851423,0.02658769866222293
425,0.043250467812286114,0.026226973786430886,0.0008235356179757663,0.0008236605344558288,0.04407400343026188,0.027050634320886714
426,0.04375476544640512,0.0264386070035529,0.0008368345834900215,0.0008374566187890982,0.044591600029895144,0.027276063622341997
427,0.044091861214507234,0.026579543693468582,0.0008457511524805524,0.000846709030652835,0.04493761236698779,0.027426252724121417
428,0.044707758012045504,0.026835962888466944,0.0008620976170280264,0.0008636761342870299,0.04556985562907353,0.027699639022753974
429,0.04488460402014152,0.026909333914954266,0.0008668043978210478,0.0008685627454062875,0.04575140841796257,0.027777896660360554
430,0.044976691203996555,0.026947494716350745,0.000869257618563533,0.0008711098860891815,0.04584594882256009,0.027818604602439928
431,0.0452505084034745,0.027060783171807712,0.0008765614716505021,0.0008786941141867673,0.046127069875125,0.02793947728599448
432,0.046731361024043204,0.02766883988007566,0.0009163008887374828,0.0009199768806194648,0.047647661912780685,0.028588816760695124
433,0.04799498405413264,0.028181757516987375,0.0009505079210255202,0.0009555355542980736,0.04894549197515816,0.029137293071285448
434,0.048170545115089156,0.02825260078543365,0.0009552808019335163,0.0009604986576447088,0.04912582591702267,0.02921309944307836
435,0.04860886481073884,0.028429033010874388,0.0009672185908961805,0.0009729138173004783,0.04957608340163502,0.029401946828174867
436,0.04869109518308402,0.02846206253766106,0.0009694615604050095,0.0009752467239249764,0.04966055674348903,0.02943730926158604
437,0.04882524324990069,0.028515898739273154,0.0009731229660003154,0.0009790551028083258,0.049798366215901,0.029494953842081482
438,0.04889520224046803,0.028543951481467173,0.0009750335373331764,0.000981042444690336,0.04987023577780121,0.029524993926157508
439,0.0490299484510501,0.028597938526530663,0.0009787156129020265,0.0009848726212199463,0.05000866406395212,0.029582811147750607
440,0.049142720394459355,0.02864307635903594,0.000981799414950773,0.0009880806075439137,0.05012451980941013,0.029631156966579853
441,0.04946241138638234,0.02877081271328288,0.0009905523555555364,0.000997186735135774,0.050452963741937876,0.029767999448418653
442,0.04993585343916512,0.028959381475863865,0.0010035441956257455,0.0010107046319170676,0.05093939763479087,0.029970086107780933
443,0.0505692220536684,0.0292105364368362,0.0010209788652329212,0.001028848389176111,0.05159020091890132,0.03023938482601231
444,0.050778441868299246,0.02929322289100819,0.0010267515764514465,0.0010348566065541838,0.051805193444750694,0.030328079497562374
445,0.050905470210419405,0.029343359411783294,0.0010302597553531558,0.001038508070460298,0.05193572996577256,0.030381867482243592
446,0.053879412464198084,0.03050311832766719,0.0011130672268257638,0.0011247261366904352,0.054992479691023846,0.031627844464357624
