Index,uv,dv
1,7.226332669854725,4.880427811415765
2,6.96931126281551,4.665784922870119
3,6.726460022260133,4.462975835260054
4,5.8785931986683115,3.7549097314065407
5,5.867224082190122,3.7454152508517455
6,5.563941729534616,3.4921414902254275
7,5.427057489423311,3.377829026296973
8,5.372137030092242,3.3319649733945287
9,5.350980456952716,3.3142971635932987
10,5.118290011428727,3.1199795605588685
11,5.024902799928716,3.041993944508282
12,4.991860112121333,3.0144009310106226
13,4.971068425590313,2.9970384458281956
14,4.764703452886384,2.824712860056393
15,4.728046548809058,2.7941032050586365
16,4.727634238417791,2.7937589146852257
17,4.667620885901359,2.7436465534632513
18,4.64079690243468,2.721248273837289
19,4.619973612820599,2.7038607641814107
20,4.546136562489535,2.6422076465987776
21,4.525264627586407,2.6247801363677463
22,4.49240580718881,2.5973442162203066
23,4.376563675135537,2.500623847091817
24,4.345152873617403,2.474399064245974
25,4.291243117913085,2.4293912798479327
26,4.256840881830506,2.4006707429424274
27,4.1726727648000095,2.330407004789955
28,4.151721187647325,2.3129174690278598
29,4.1490466325613315,2.3106848855829725
30,4.136747594625638,2.3004183535895146
31,4.133183810734245,2.2974435370396638
32,4.128605599671593,2.293621959653886
33,4.101020499801096,2.270596232551768
34,3.973015899530037,2.163759685110515
35,3.9215326995060305,2.120796250780612
36,3.8805560996907444,2.086603658353852
37,3.8791783264964437,2.0854540354811872
38,3.8437783908909293,2.0559172602494886
39,3.802102100758051,2.0211467118985476
40,3.7809685447537373,2.0035163415371704
41,3.741312525542545,1.970436562004401
42,3.718279118478369,1.951224559423906
43,3.636003693690914,1.8826108712764629
44,3.5970965205000662,1.8501713229665147
45,3.587281956458298,1.8419890586882979
46,3.579481147728225,1.835485875483172
47,3.5462978839778314,1.807824972815074
48,3.5390742380496416,1.8018040424170758
49,3.5330343647141507,1.7967699483604669
50,3.5279249923985283,1.7925115195688335
51,3.5173897962028535,1.7837312505587486
52,3.515723229682916,1.782342338711826
53,3.472294573774909,1.7461532613779136
54,3.425759152869384,1.7073850890725317
55,3.41523411514216,1.698618309335803
56,3.3387451060233584,1.634925914881751
57,3.3280683107480478,1.626038185538933
58,3.282604290322071,1.5882010335367305
59,3.2740331685244177,1.5810694238393457
60,3.2669453264821673,1.5751723945239382
61,3.255468781603436,1.5656248150429195
62,3.2545941029203314,1.5648971934640596
63,3.2291311840733536,1.5437179695115186
64,3.226510574347081,1.5415385341863885
65,3.224083739701965,1.5395203038376069
66,3.2196971013096216,1.5358723671200754
67,3.2006900015222146,1.5200679520159526
68,3.199228763576414,1.5188530638406597
69,3.184798228094467,1.5068564103664617
70,3.175217230757303,1.4988924287690928
71,3.148970050421404,1.4770796072004981
72,3.116675246848561,1.450250521039448
73,3.055775386362289,1.399689472823401
74,2.9542720771476914,1.3155263888896107
75,2.8586081177000895,1.2363574075667751
76,2.8584077706292406,1.236191786382307
77,2.8243135251647544,1.2080192324221273
78,2.7973473727802647,1.1857547309255152
79,2.7906096348307408,1.1801943624052167
80,2.7822095000709184,1.173263604436854
81,2.7680221980925737,1.1615618974277673
82,2.768009307373782,1.161551267417585
83,2.754041225621296,1.1500353160709664
84,2.7235391871206542,1.1249058206447116
85,2.723187751785647,1.1246164338081854
86,2.7157715204589654,1.1185104010879805
87,2.661973057123804,1.0742648298638076
88,2.65746927829742,1.0705648503106042
89,2.641179385370253,1.0571878150477243
90,2.6344733459199956,1.0516834963340456
91,2.624894787322275,1.043824098436217
92,2.5818320314501895,1.0085311287916008
93,2.572731850182019,1.001081867534757
94,2.5629822320690563,0.9931046340619347
95,2.558364664621013,0.9893278352872115
96,2.5576816042001473,0.9887692208077152
97,2.552499447788157,0.9845318214332798
98,2.5446716982308826,0.978133266852308
99,2.5397436269218057,0.9741062929824782
100,2.5381036442943024,0.9727664110313116
101,2.526583412343585,0.9633575506966044
102,2.506794225640021,0.9472089903135793
103,2.505372534481191,0.9460495351843978
104,2.4973294987299646,0.9394918393800562
105,2.4872806105788334,0.9313030188604514
106,2.4640292147097242,0.9123743990147093
107,2.456628015339699,0.9063549044614002
108,2.4398488988719698,0.8927188188779636
109,2.4302070301176997,0.884889872247167
110,2.4239444659434533,0.8798075693178811
111,2.4203000792182743,0.8768510211714409
112,2.4141610546043237,0.871872366392801
113,2.3976561561593086,0.8584979101935263
114,2.3778242771424556,0.8424489295920958
115,2.3679506152413308,0.8344676883098391
116,2.366867427778557,0.8335924825796813
117,2.3530392630336,0.8224260747811757
118,2.3356268766590587,0.8083832764770232
119,2.3294248476106407,0.8033864042132653
120,2.3100478415986094,0.787792010990934
121,2.310004838253194,0.7877574321745264
122,2.306677932002742,0.785082687025877
123,2.302087638154376,0.7813935378315132
124,2.29961379327222,0.7794059892013359
125,2.2938070855769745,0.7747425212910329
126,2.2872852044448355,0.7695077047359243
127,2.2665838589185685,0.7529133744577812
128,2.2615992570772403,0.7489227351084045
129,2.258613464647429,0.746533288145364
130,2.2584151669049644,0.7463746215485593
131,2.245390513872962,0.7359600995024228
132,2.219590015679705,0.7153723177699512
133,2.2157538990630736,0.7123162048759353
134,2.2024214122604504,0.7017049371001527
135,2.1680423297754494,0.6744194945607342
136,2.1644146084000218,0.6715469998713426
137,2.1633846357372377,0.6707316888752788
138,2.1607217073048406,0.6686242486382018
139,2.15208956464662,0.6617977196213851
140,2.1441409607794664,0.6555185300100241
141,2.137350437791149,0.6501594309071621
142,2.1347955372567258,0.6481443617188309
143,2.1305207439497957,0.6447743627886192
144,2.1273801847054266,0.6422997837024542
145,2.108204136291822,0.62721369211177
146,2.108024910677857,0.627072886428693
147,2.093046276883226,0.6153181762054879
148,2.086557612422159,0.6102342065126145
149,2.0838214212622077,0.6080918533929143
150,2.0801554548414694,0.6052229184186206
151,2.079209080018453,0.6044825608882066
152,2.0681774426748474,0.5958604461936062
153,2.0655628157435753,0.5938190967926776
154,2.065080199178952,0.5934423905038607
155,2.044413535095259,0.5773386347900749
156,2.0427102247419566,0.576013837969558
157,2.0330414382199864,0.5685008961716231
158,2.0172404439150573,0.556250009128399
159,2.012063303677569,0.5522434883790753
160,2.0090386145997408,0.5499044500056061
161,2.0051476998477233,0.5468974374313798
162,2.00318129222881,0.5453785549433032
163,1.9789001119754324,0.5266694786478721
164,1.967245290358257,0.5177203393459912
165,1.966506740680171,0.5171539426495718
166,1.9627792967330246,0.5142966344947101
167,1.9557455344565242,0.5089107199189253
168,1.9534345013011514,0.5071428027280294
169,1.9466236456796886,0.5019374970058602
170,1.9410551535584992,0.4976872154413834
171,1.93096042833025,0.48999506347319277
172,1.927930701575232,0.48768970307750104
173,1.9165439368599229,0.4790391472986887
174,1.9003629959548465,0.4667847289179467
175,1.8996452015343313,0.46624217889326647
176,1.898888574401767,0.4656703757679624
177,1.8967499115181166,0.4640546819226106
178,1.8945409470483514,0.46238673385252144
179,1.893131641646052,0.4613230500851433
180,1.8907010131532358,0.45948935435261135
181,1.887268692527039,0.45690178860314673
182,1.8700025487183705,0.4439179756659175
183,1.8695242924452704,0.4435591271219877
184,1.8577453348037694,0.4347347968718849
185,1.8534726413299871,0.4315404652388995
186,1.8374062853758686,0.41956117371559243
187,1.8232365159580337,0.40903919564218305
188,1.8125202945401924,0.4011093587814244
189,1.8076872512463271,0.3975409365753485
190,1.7988274983218793,0.39101249769556146
191,1.792973273419582,0.3867081235236036
192,1.7911055518160734,0.38533645495822877
193,1.7872821903068772,0.3825309699606276
194,1.7719400561388203,0.37130648129579397
195,1.7666456478208643,0.3674455646891315
196,1.760034696850626,0.3626337664538376
197,1.7542765505822129,0.35845110999341034
198,1.751670143908561,0.3565604492615622
199,1.736664068586032,0.3457072874055945
200,1.7285886203717387,0.3398897404542683
201,1.726786072346768,0.3385934235060112
202,1.7218182997902813,0.33502507854179725
203,1.7145487874648366,0.3298147949490733
204,1.7102756332841276,0.3267584841400334
205,1.706715668614437,0.3242159215341247
206,1.7039883967067189,0.3222703368080515
207,1.698437554178857,0.3183165752963922
208,1.695619871700028,0.3163127492639249
209,1.685512102277702,0.30914220528330305
210,1.6756116442104605,0.30214599332784087
211,1.6600882777374728,0.2912319480213945
212,1.6489159098799497,0.28342004413490895
213,1.6405717667865802,0.2776097553924828
214,1.6404745671779288,0.27754219513434836
215,1.6402878738808282,0.2774124387334299
216,1.6366057615260294,0.2748554320427478
217,1.6288074097664877,0.2694535689784064
218,1.626054351907834,0.2675510081153776
219,1.6228794604067438,0.26535984769983834
220,1.6183153404757749,0.2622154214777194
221,1.6071308606275971,0.25453777701201874
222,1.6064483464363637,0.2540705558518431
223,1.6017257488173682,0.25084178342971075
224,1.5939335967945847,0.24553029205660212
225,1.5887489628929536,0.2420072979904022
226,1.5824330449037796,0.2377277166880395
227,1.5800358779784454,0.23610694786588898
228,1.5747307870224885,0.23252702635055975
229,1.5711764297107844,0.23013390953175286
230,1.5604688193684308,0.22295106941894224
231,1.5495730764775253,0.21568354644931897
232,1.5477773637258028,0.21448987740389297
233,1.5357567784793529,0.20652962748864517
234,1.5215501157411722,0.1971907786774756
235,1.506244590076658,0.18721559167082202
236,1.5050260950612342,0.18642536315033456
237,1.4948352651343133,0.17983929596424186
238,1.4872417623997432,0.17495882702226095
239,1.4732163468323867,0.16600636981347014
240,1.4647828140692138,0.16066265067309848
241,1.4636547210404383,0.15995013914523298
242,1.462804173496883,0.15941328531588247
243,1.458653102156945,0.1567976206682182
244,1.4582322695781198,0.15653285883007279
245,1.4578275003349284,0.15627827489528637
246,1.4539967538728227,0.153872384733784
247,1.4484780512518616,0.15041757388288218
248,1.4483742634237065,0.15035272815241701
249,1.4449068101396465,0.14818901251286967
250,1.441981756296677,0.14636788067576417
251,1.4393072416824613,0.14470605512291998
252,1.4237291881265786,0.13509045353108529
253,1.4197373605141896,0.13264429618071205
254,1.416037068148472,0.13038337504465194
255,1.4146222292729589,0.12952057651572807
256,1.4099387713812122,0.12667119380209402
257,1.4035397137344119,0.12279479236330104
258,1.4032812802308061,0.1226386483699451
259,1.3966261990537765,0.1186287194941964
260,1.3900587047896409,0.11469256514114186
261,1.3830818641789857,0.11053421989157645
262,1.3696406281850253,0.1025913394758077
263,1.3628017545226028,0.09858517581369396
264,1.3564313103297427,0.09487510758577672
265,1.3564116159643014,0.09486367054419505
266,1.3464560181490715,0.08910827305528714
267,1.3407562401197182,0.08583686210229703
268,1.3271360692739014,0.078090605855201
269,1.3179289065178743,0.07291199230797309
270,1.3051947179199874,0.06582817969954328
271,1.3038788724945416,0.06510147401665103
272,1.3007062666616271,0.06335343848604064
273,1.2983540569557361,0.06206118857532958
274,1.2837366942297055,0.05410353443709569
275,1.274441459024489,0.04910954037555797
276,1.2608825061023057,0.041919440427877236
277,1.2557353496422885,0.0392199079191822
278,1.247555136070545,0.034964082423161985
279,1.2463453945593526,0.034338327088974066
280,1.2404951131600854,0.0313254882291189
281,1.2336157717375016,0.027811137324119065
282,1.2293269429656701,0.02563588874713238
283,1.2208896597672074,0.021392271312978398
284,1.219661369026234,0.020778469962438248
285,1.2155000421080842,0.018706555870541444
286,1.2080757017871058,0.015039315403669595
287,1.2069576562988897,0.014490340146674122
288,1.2059441746682162,0.01399345379880576
289,1.2021441077475497,0.012136715578567644
290,1.1997334059099989,0.010964048124986123
291,1.1931923863118672,0.007802787602291861
292,1.1929805225969339,0.007700899782283804
293,1.1913203352387056,0.006903599424667464
294,1.1897108949969442,0.006132543210407931
295,1.1867152128479317,0.00470229086058728
296,1.182819575164044,0.002852009430955149
297,1.1826938265197182,0.002792466006430336
298,1.1717568955317639,-0.0023422311115116473
299,1.1714707570668035,-0.0024753901988361915
300,1.1681047757011689,-0.004037252943067601
301,1.1629031351758636,-0.006434299728094478
302,1.1619045377001318,-0.006892160200553124
303,1.159961742722887,-0.0077807878957955184
304,1.1591910196815485,-0.008132525025230708
305,1.1578806980422667,-0.008729489116512529
306,1.1539819426245839,-0.010497998005610257
307,1.152723151067026,-0.011066522208807938
308,1.1468817904313022,-0.013688814249344955
309,1.1452617317286362,-0.014411423395337727
310,1.1443428825525235,-0.014820360915484818
311,1.1430186827764983,-0.01540854639728892
312,1.1415054195250514,-0.01607903688974871
313,1.1378564484156226,-0.017688436380109293
314,1.1213328832133596,-0.024844015160935734
315,1.1200808399003424,-0.02537726759941812
316,1.1181648674946731,-0.026190820414755844
317,1.1135850089520536,-0.02812333290192956
318,1.1085682382009368,-0.030220367796030323
319,1.1084227528515795,-0.030280870044571986
320,1.1082865946070777,-0.030337477527294224
321,1.0944487141401475,-0.03600939569660913
322,1.0914993650286715,-0.03719728469144598
323,1.090140664170104,-0.037742008065801025
324,1.0884643075216294,-0.038411893343346465
325,1.0869749882136315,-0.039005000892738506
326,1.08689855782001,-0.039035386797453955
327,1.080823620705626,-0.04143430782796341
328,1.0764759900179963,-0.04313130043378641
329,1.0763516767779704,-0.04317957813048334
330,1.0717330715406415,-0.04496352903154702
331,1.0699310807168068,-0.04565440467100301
332,1.0686310104270347,-0.04615104253476407
333,1.0620882572339956,-0.04862734086023107
334,1.056827590948175,-0.050590223146425
335,1.0565832034458291,-0.0506807949819299
336,1.0557390522316281,-0.05099322194155964
337,1.0547662620237335,-0.051352446813069774
338,1.0519810339978093,-0.0523761305849291
339,1.0479758057538016,-0.05383561466714243
340,1.0454179544806614,-0.054759859221992085
341,1.0453848589408647,-0.054771777715442144
342,1.0440718894279744,-0.055243780261658576
343,1.0424139759202562,-0.0558374724844497
344,1.0409648452832885,-0.056354278167792704
345,1.0397843228446197,-0.05677382248205162
346,1.03811729291635,-0.05736401635624738
347,1.0070417379529402,-0.06787316731112053
348,1.006903836815262,-0.0679176737654702
349,1.0042920953804866,-0.06875696224807581
350,1.0039873302287103,-0.06885444904272228
351,1.0011379660580866,-0.0697613217539303
352,0.9926250819386547,-0.07242119970686622
353,0.9836278782898726,-0.07515065977436203
354,0.9826701344383522,-0.07543620186963404
355,0.978001158637597,-0.07681428644586394
356,0.9647642655668529,-0.08059407410288566
357,0.9646631206913207,-0.08062222355033938
358,0.9581738198198138,-0.08240472965730006
359,0.9534656119323209,-0.08366879095892488
360,0.9435286837904008,-0.08625491679329733
361,0.9404050666969943,-0.08704466732967767
362,0.94007179415374,-0.0871282688446377
363,0.9361826613277159,-0.08809439931294463
364,0.9261856528014405,-0.09049711564019927
365,0.9215968098167366,-0.0915606181479394
366,0.9135897168535797,-0.09335607143291791
367,0.9094217112580393,-0.09426001824069771
368,0.9055854972153395,-0.09507325838527947
369,0.900096844470949,-0.09620526706177723
370,0.8998755848627307,-0.09625011747981393
371,0.8988515044636555,-0.0964569093422375
372,0.8988477670365222,-0.09645766164386121
373,0.8911802852471343,-0.09796415999435104
374,0.8902622027290265,-0.09813957324535547
375,0.8858754592022132,-0.09896292253701652
376,0.8847372078200197,-0.09917254351666863
377,0.8808675133600478,-0.09987272905342662
378,0.8781779387914365,-0.10034798143713211
379,0.8744102737729278,-0.10099790120948365
380,0.8735530198262599,-0.10114318394297708
381,0.8725810364641735,-0.10130674314065
382,0.8687827559660924,-0.1019339532013197
383,0.8685855901848386,-0.10196599028873876
384,0.8640230865353142,-0.10269289961298453
385,0.8609967025883393,-0.10315971438008636
386,0.8575355504671713,-0.10367846452760077
387,0.8573564578135375,-0.10370486535860524
388,0.8527816173950328,-0.10436446158392565
389,0.84855932378649,-0.10494779351074254
390,0.8468341934665983,-0.10517905284603368
391,0.8433182049985093,-0.1056375899701453
392,0.8386333777417473,-0.10622170721417046
393,0.8381352567528196,-0.1062819989275691
394,0.8357949291167728,-0.10656057279562231
